RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary;Exited
1462;15629323;617;Germany;Female;37;4;116471.43;2;1;0;175324.74;1
1463;15666823;425;France;Male;39;4;0;2;1;0;197226.32;0
1464;15777553;659;France;Female;56;9;123785.24;1;1;0;99504.03;1
1465;15613097;605;France;Female;33;4;0;2;0;1;83700.66;0
1466;15622217;538;France;Female;38;8;88758.95;2;0;0;28226.15;1
1467;15703588;665;Germany;Male;25;5;153611.83;2;1;0;35321.65;0
1468;15570835;491;Germany;Female;57;4;112044.72;1;1;1;41229.73;1
1469;15679299;726;Spain;Female;27;7;123826.07;1;0;1;78970.58;0
1470;15808044;580;France;Female;65;9;106804.26;3;1;0;107890.69;1
1471;15579208;550;France;Female;48;6;0;2;1;1;191870.28;0
1472;15582960;473;France;Female;33;5;125827.43;1;0;1;145698.73;0
1473;15778320;848;Germany;Female;40;5;148495.64;1;0;0;158853.98;0
1474;15642787;572;France;Male;37;1;133043.66;1;0;0;111243.09;0
1475;15624633;702;France;Male;45;9;74989.58;1;1;1;171014.69;0
1476;15766765;664;Germany;Male;39;7;60263.23;1;1;0;170835.32;0
1477;15783615;630;Germany;Male;50;3;129370.91;4;1;1;47775.34;1
1478;15619889;556;France;Male;26;4;0;1;1;0;195167.38;0
1479;15579166;619;France;Female;30;7;70729.17;1;1;1;160948.87;0
1480;15778157;598;Spain;Male;27;8;90721.52;2;1;0;109296.18;0
1481;15797595;709;France;Female;40;9;131569.63;1;1;1;103970.58;0
1482;15763171;650;Germany;Female;25;2;114330.95;1;1;1;25325.07;0
1483;15647266;651;Spain;Female;45;10;135923.16;1;1;0;18732.84;0
1484;15736656;723;France;Female;49;4;0;2;0;1;89972.25;0
1485;15635078;714;Spain;Male;45;0;124693.48;1;0;1;187194.15;0
1486;15602034;697;France;Female;34;2;126558.92;1;1;0;73334.43;0
1487;15611029;488;Germany;Female;33;4;140002.35;1;1;0;123613.81;0
1488;15664639;645;France;Male;19;9;128514.84;1;0;0;175969.19;0
1489;15724223;545;France;Female;55;5;0;1;0;0;10034.77;1
1490;15644621;597;Germany;Female;40;9;106756.01;2;1;0;151167.94;0
1491;15756056;561;Spain;Female;28;3;0;2;1;0;191387.76;0
1492;15700353;662;France;Female;37;6;0;2;1;0;51229.17;0
1493;15627212;630;France;Female;36;2;110414.48;1;1;1;48984.95;0
1494;15681446;636;Germany;Female;37;9;157098.52;1;1;1;153535.27;0
1495;15749019;545;Germany;Male;45;6;93796.42;2;1;1;162321.26;0
1496;15709928;567;Spain;Female;41;1;0;2;1;0;3414.72;0
1497;15762984;648;Spain;Male;35;7;0;2;0;0;122899.01;0
1498;15613713;644;France;Male;30;5;44928.88;1;1;1;10771.46;0
1499;15664204;706;Spain;Male;29;2;0;2;1;1;18255.51;0
1500;15581440;724;Germany;Female;48;6;110463.25;2;1;1;80552.11;1
1501;15654390;640;France;Male;33;7;154575.76;1;1;0;25722.28;1
1502;15660688;701;Spain;Female;35;9;0;2;0;0;170996.86;0
1503;15806307;537;France;Male;37;3;0;2;1;1;20603.32;0
1504;15647975;651;Germany;Male;26;5;147037.32;1;0;0;141763.26;0
1505;15595728;523;Germany;Male;41;0;119276.31;1;0;0;122284.38;1
1506;15642345;714;Germany;Female;49;4;93059.34;1;1;0;7571.51;1
1507;15706163;518;Germany;Male;46;4;113625.93;1;0;0;92727.42;1
1508;15746708;589;Germany;Male;55;7;119961.48;1;1;0;65156.83;1
1509;15775203;824;France;Male;45;3;129209.48;1;0;0;60151.77;0
1510;15678284;651;France;Male;35;7;74623.5;3;1;0;129451.29;1
1511;15726791;637;Spain;Female;45;2;157929.45;1;1;1;145134.49;1
1512;15669342;731;Germany;Male;35;2;127862.93;2;1;0;139083.7;0
1513;15710366;569;Spain;Female;42;1;0;1;1;1;83629.6;1
1514;15614934;625;Germany;Female;37;4;142711.81;1;1;0;35625.41;0
1515;15588701;592;France;Female;38;4;0;2;1;0;35338.96;0
1516;15665438;669;France;Male;43;1;163159.85;1;0;1;15602.8;0
1517;15644896;663;Germany;Male;32;3;108586.86;1;1;1;182355.21;0
1518;15791053;709;Germany;Male;45;4;122917.71;1;1;1;11.58;1
1519;15796343;707;France;Female;31;2;82787.93;2;0;0;91423.69;0
1520;15682600;620;Germany;Male;39;9;159492.79;1;1;0;80582.34;1
1521;15708212;648;Spain;Female;54;7;118241.02;1;1;0;172586.89;1
1522;15650258;479;France;Female;35;2;113090.4;1;1;0;195649.79;0
1523;15604345;730;France;Female;22;9;65763.57;1;1;1;145792.01;0
1524;15671789;616;France;Male;31;3;94263.91;2;1;0;168895.06;0
1525;15726186;639;Spain;Male;29;4;133434.57;2;1;0;97983.44;0
1526;15764618;815;Spain;Female;39;6;0;1;1;1;85167.88;0
1527;15730738;786;Spain;Male;31;9;0;2;1;1;18210.36;0
1528;15637650;549;France;Male;50;9;94748.76;2;0;1;13608.18;0
1529;15774151;614;Spain;Female;41;7;179915.85;1;0;0;14666.35;1
1530;15728352;623;France;Male;27;4;120509.81;1;0;0;142170.44;0
1531;15637240;541;France;Male;46;4;124547.13;2;1;0;94499.06;0
1532;15595588;773;Spain;Female;39;4;0;2;0;1;182081.45;0
1533;15711825;655;Spain;Female;35;1;82231.51;2;1;0;88798.02;0
1534;15570004;850;France;Male;31;3;0;2;1;0;121866.87;0
1535;15656912;649;Spain;Male;51;4;0;1;1;1;150390.57;0
1536;15657342;850;Germany;Male;28;4;147972.19;1;1;0;60708.72;1
1537;15716284;543;France;Male;43;9;0;2;1;1;78858.07;0
1538;15672374;672;France;Male;52;8;170008.84;1;0;0;56407.42;1
1539;15732476;600;France;Female;27;3;0;2;0;1;125698.97;0
1540;15607827;711;Germany;Male;34;4;133467.77;2;1;1;42976.64;0
1541;15751336;630;Spain;Male;30;3;0;2;0;1;10486.69;0
1542;15759021;685;France;Male;35;9;0;1;1;0;167033.83;0
1543;15725039;702;Spain;Male;32;8;71667.74;1;1;1;126082.18;0
1544;15579130;708;Germany;Female;43;0;118994.84;1;1;0;181499.77;1
1545;15754112;653;Spain;Male;55;7;0;2;1;1;41967.03;0
1546;15735522;654;Germany;Male;37;2;145610.07;2;0;0;186300.59;0
1547;15613326;596;France;Female;33;1;138162.81;1;1;0;85412.54;0
1548;15739502;549;Germany;Female;31;9;135020.21;2;1;1;23343.18;0
1549;15670914;754;France;Male;38;2;0;2;1;0;180698.32;0
1550;15604073;815;Germany;Female;25;8;135161.67;1;1;1;136071.05;0
1551;15806027;556;France;Female;52;9;0;1;1;0;175149.2;1
1552;15574886;706;France;Male;32;6;94486.47;1;1;1;146949.74;0
1553;15707120;850;France;Male;46;9;117640.39;1;1;0;88920.68;0
1554;15800845;732;Spain;Female;33;8;111379.55;1;1;1;45098.62;0
1555;15783305;593;France;Female;46;7;98752.51;1;1;0;145560.38;0
1556;15607837;746;France;Female;29;4;105599.67;1;1;1;43106.17;0
1557;15714877;662;France;Female;29;10;0;2;1;0;137508.31;0
1558;15782941;573;France;Male;31;2;0;2;1;1;91957.39;0
1559;15630167;684;Spain;Female;39;4;139723.9;1;1;1;120612.11;0
1560;15759038;793;France;Female;41;3;141806.46;1;1;0;102921.17;0
1561;15728006;524;France;Male;40;2;180516.9;1;1;0;180002.42;0
1562;15712176;816;France;Male;31;8;0;2;1;1;28407.4;0
1563;15689351;742;Germany;Female;41;4;92805.72;1;0;1;73743.95;1
1564;15718153;759;Spain;Female;74;6;128917.84;1;1;1;48244.64;0
1565;15661734;608;Germany;Male;42;8;131390.75;2;1;0;71178.09;0
1566;15592645;704;Spain;Male;37;4;0;2;0;0;25684.93;0
1567;15768387;581;France;Male;41;8;0;2;0;0;29737.14;0
1568;15792525;628;Germany;Female;61;1;97361.66;1;1;1;149922.38;1
1569;15586976;566;France;Female;42;6;0;1;1;0;180702.12;1
1570;15691446;735;Spain;Male;29;10;0;2;1;1;95025.27;0
1571;15706587;560;France;Male;57;0;0;2;0;1;116781.71;0
1572;15572461;663;Germany;Female;29;4;102714.65;2;0;0;21170.81;0
1573;15715769;621;France;Male;26;2;75237.54;1;0;1;44220.4;0
1574;15567980;537;Germany;Female;46;5;100727.5;1;0;1;140857.76;1
1575;15813303;513;Spain;Male;88;10;0;2;1;1;52952.24;0
1576;15756920;576;France;Male;63;9;70655.48;1;0;0;78955.8;1
1577;15592765;637;France;Male;40;8;125470.81;1;1;1;174536.17;0
1578;15704442;672;France;Female;53;9;169406.33;4;1;1;147311.47;1
1579;15641136;629;France;Male;32;2;0;2;0;1;77965.44;0
1580;15725818;583;Germany;Male;40;4;107041.3;1;1;1;5635.63;0
1581;15719809;516;Germany;Male;32;3;145166.09;2;0;0;111421.45;0
1582;15742210;700;France;Male;38;9;65962.63;1;1;1;100950.48;0
1583;15630617;727;Germany;Male;36;6;140418.81;1;1;1;113033.73;1
1584;15623196;686;France;Male;38;6;149238.97;1;1;1;97825.23;0
1585;15679249;351;Germany;Female;57;4;163146.46;1;1;0;169621.69;1
1586;15661219;627;France;Male;32;10;0;2;1;0;103287.62;0
1587;15617136;451;Germany;Female;38;9;61482.47;1;1;1;167538.66;0
1588;15760294;512;France;Female;41;8;145150.28;1;1;0;64869.32;1
1589;15657139;652;France;Female;40;8;84390.8;2;0;1;107876.2;0
1590;15803790;638;Germany;Male;37;2;89728.86;2;1;1;37294.88;0
1591;15766896;750;France;Male;37;3;0;2;1;0;16870.2;0
1592;15587735;850;France;Male;39;6;96863.13;1;1;1;121681.19;0
1593;15651140;710;France;Female;32;3;0;1;1;0;94790.34;0
1594;15571148;645;Spain;Female;21;1;0;2;0;0;28726.07;0
1595;15776824;714;France;Male;28;6;122724.37;1;1;1;67057.27;0
1596;15633141;696;Germany;Female;35;4;174902.26;1;1;0;69079.85;0
1597;15764174;612;Spain;Female;26;4;0;2;1;1;179780.74;0
1598;15778155;520;Germany;Female;31;3;108914.17;1;1;1;183572.39;1
1599;15715920;782;Spain;Male;23;10;98052.66;1;1;1;142587.32;0
1600;15671917;666;France;Male;46;5;123873.19;1;1;1;177844.06;0
1601;15666548;466;Germany;Female;56;2;111920.13;3;1;0;197634.11;1
1602;15625623;567;France;Female;45;4;0;2;0;1;121053.19;0
1603;15748123;613;France;Male;20;3;0;2;1;1;149613.77;0
1604;15648735;718;France;Male;37;8;0;2;1;1;142.81;0
1605;15634974;614;France;Female;37;8;75150.34;4;0;1;131766.67;1
1606;15713378;711;France;Male;38;10;0;2;0;0;53311.78;0
1607;15753370;691;Germany;Female;38;5;114753.76;1;1;0;107665.02;0
1608;15583364;476;France;Female;32;6;111871.93;1;0;0;112132.86;0
1609;15720284;607;Germany;Female;37;4;135927.06;1;0;0;180890.4;0
1610;15679642;695;Spain;Male;44;8;0;2;1;1;70974.13;0
1611;15661974;677;France;Male;46;2;57037.74;1;1;1;158531.01;0
1612;15607993;625;France;Female;52;2;79468.96;1;1;1;84606.03;0
1613;15769522;734;France;Male;51;1;118537.47;1;1;1;116912.45;0
1614;15755825;666;France;Male;39;10;0;2;1;0;102999.33;0
1615;15598175;592;Germany;Female;26;4;105082.07;2;1;0;132801.57;0
1616;15744327;564;France;Male;40;4;0;1;1;0;85455.62;1
1617;15577064;592;Germany;Male;36;2;104702.65;2;1;0;107948.72;0
1618;15759436;758;France;Female;50;2;95813.76;3;1;1;67944.09;1
1619;15751561;498;Germany;Male;61;7;102453.26;1;1;0;187247.56;1
1620;15742269;756;France;Female;24;1;0;2;1;0;184182.25;0
1621;15726490;782;Spain;Male;52;4;0;1;1;1;52759.82;1
1622;15709396;801;France;Male;42;6;0;2;1;1;95804.33;0
1623;15598086;624;France;Female;45;3;68639.57;1;1;0;168002.31;1
1624;15752300;607;Germany;Male;47;4;148826.32;1;1;1;79450.61;0
1625;15658693;827;France;Female;60;2;0;2;0;1;60615.83;0
1626;15631838;606;France;Male;61;5;108166.09;2;0;1;8643.21;0
1627;15803804;717;Germany;Female;35;5;103214.71;1;1;0;172172.7;0
1628;15578809;651;Germany;Male;40;1;134760.21;2;0;0;174434.06;1
1629;15752026;691;France;Male;58;3;0;1;0;1;194930.3;1
1630;15723706;573;France;Female;33;0;90124.64;1;1;0;137476.71;0
1631;15752838;723;Spain;Male;38;6;0;2;1;1;94415.6;0
1632;15569571;584;Germany;Female;46;6;87361.02;2;1;0;120376.87;1
1633;15769703;550;Germany;Female;45;8;111257.59;1;0;0;97623.42;1
1634;15679770;611;France;Female;61;3;131583.59;4;0;1;66238.23;1
1635;15791102;549;Germany;Male;41;9;95020.8;3;1;1;131710.59;1
1636;15655192;850;Spain;Female;24;1;0;2;0;1;69052.87;0
1637;15687130;686;France;Female;43;0;0;1;1;1;170072.9;0
1638;15634772;682;Spain;Female;59;0;122661.39;1;0;1;84803.76;0
1639;15617197;524;France;Male;50;4;0;2;1;1;31840.59;1
1640;15784301;850;France;Male;42;0;0;2;1;0;44165.84;0
1641;15631310;537;France;Female;53;3;0;1;1;1;91406.62;0
1642;15756560;599;Spain;Female;46;7;81742.84;2;1;0;83282.21;0
1643;15739357;756;Spain;Male;30;2;145127.85;1;0;0;7554.68;0
1644;15567486;634;Spain;Female;41;4;0;2;1;1;164549.74;0
1645;15714634;837;France;Male;26;4;89900.24;2;1;0;175477.03;0
1646;15711834;650;Spain;Female;30;6;0;1;0;0;67997.13;1
1647;15729763;655;Spain;Male;34;1;116114.93;1;1;1;49492.15;0
1648;15646566;763;France;Female;58;9;187911.55;1;0;1;35825.18;0
1649;15645463;843;France;Female;27;5;0;2;1;1;67494.23;0
1650;15672144;667;France;Female;38;6;144432.04;1;1;1;73963.17;1
1651;15614878;660;Germany;Female;29;6;180520.29;1;1;1;123850.58;0
1652;15635240;553;France;Male;42;1;0;2;0;0;23822.04;0
1653;15775905;612;Germany;Female;47;6;130024.87;1;1;1;45750.21;1
1654;15700657;641;Germany;Female;40;2;110086.69;1;1;0;159773.14;0
1655;15688691;665;Germany;Female;51;9;110610.41;2;0;1;1112.76;1
1656;15592736;551;Germany;Male;54;5;102994.04;1;1;0;176680.16;1
1657;15704629;582;France;Female;32;1;116409.55;1;0;1;152790.92;0
1658;15597896;365;Germany;Male;30;0;127760.07;1;1;0;81537.85;1
1659;15731790;697;Germany;Female;38;6;132591.36;1;1;1;7387.8;1
1660;15703205;656;France;Female;46;5;113402.14;2;1;1;138849.06;0
1661;15567333;712;France;Female;31;7;0;2;1;0;170333.38;0
1662;15754537;748;France;Male;40;0;0;1;0;0;60416.76;0
1663;15612030;724;France;Male;28;9;0;2;1;1;100240.2;0
1664;15601892;563;France;Male;33;8;0;2;0;1;68815.05;0
1665;15701096;778;France;Male;44;8;123863.64;1;1;0;144494.94;0
1666;15710450;848;Spain;Male;22;7;120811.89;1;1;1;185510.34;0
1667;15790846;634;Germany;Male;38;2;148430.55;1;1;1;56055.72;0
1668;15658956;505;Germany;Male;40;6;47869.69;2;1;1;155061.97;0
1669;15755223;692;Germany;Male;53;7;150926.99;2;0;0;119817.19;0
1670;15737310;633;France;Male;29;10;130206.28;1;1;0;184654.87;0
1671;15763665;833;France;Female;28;4;136674.51;2;0;0;5278.78;0
1672;15704844;550;Spain;Male;62;7;80927.56;1;0;1;64490.67;0
1673;15744582;680;France;Female;24;10;0;3;1;0;154971.63;1
1674;15616700;622;Spain;Female;41;9;0;2;1;1;155786.39;0
1675;15683521;594;Germany;Male;28;0;142574.71;2;1;0;129084.82;0
1676;15583049;643;Germany;Female;34;7;160426.07;1;0;1;188533.11;0
1677;15620398;635;Spain;Female;34;5;98683.47;2;1;0;15733.19;0
1678;15715707;657;France;Male;32;3;118829.03;2;1;1;73127.61;0
1679;15755242;682;France;Female;46;2;0;1;1;1;114442.66;0
1680;15729412;682;France;Male;38;4;107192.38;1;1;1;15669.17;0
1681;15665221;630;France;Male;26;7;129837.72;2;0;1;197001.15;0
1682;15640846;546;Germany;Female;58;3;106458.31;4;1;0;128881.87;1
1683;15658360;762;Spain;Male;35;9;122929.42;2;0;0;149822.04;0
1684;15602735;692;Germany;Male;45;6;152296.83;4;0;1;108040.86;1
1685;15724834;498;France;Female;30;1;0;2;0;0;135795.53;0
1686;15760102;551;France;Female;36;5;0;1;1;0;183479.12;0
1687;15653696;515;France;Female;28;9;0;2;0;0;94141.75;0
1688;15788946;605;Spain;Female;29;3;116805.82;1;0;0;4092.75;0
1689;15600724;567;Germany;Male;29;5;129750.68;1;1;0;109257.59;0
1690;15574324;568;Germany;Female;29;2;129177.01;2;0;1;104617.99;0
1691;15775891;634;Germany;Male;48;2;107247.69;1;1;1;103712.05;1
1692;15711789;768;Spain;Female;42;3;0;1;0;0;161242.99;1
1693;15600879;554;Germany;Female;36;3;157780.93;2;1;0;6089.13;0
1694;15716000;638;Spain;Male;48;2;0;2;1;1;7919.08;0
1695;15766776;576;France;Male;41;1;0;1;1;1;188274.6;0
1696;15680278;661;Spain;Female;42;9;75361.44;1;1;0;27608.12;1
1697;15688637;592;France;Female;27;4;0;2;1;1;183569.25;0
1698;15591179;702;Spain;Male;30;2;0;2;1;1;145537.32;0
1699;15677435;647;France;Female;29;0;98263.46;2;1;0;164717.95;0
1700;15698619;593;France;Male;43;9;0;2;1;1;76357.43;0
1701;15581036;712;Germany;Female;40;3;109308.79;2;1;0;120158.72;1
1702;15622117;625;Spain;Female;31;8;0;2;1;0;151843.54;0
1703;15599301;538;Germany;Female;28;6;164365.44;1;0;1;5698.97;0
1704;15581548;637;Spain;Female;22;5;98800;1;1;0;122865.55;0
1705;15582944;425;Spain;Female;39;5;0;2;1;0;140941.47;0
1706;15644962;745;France;Male;21;4;137910.45;1;1;1;177235.23;0
1707;15813439;587;France;Male;33;5;100116.82;1;1;0;34215.58;0
1708;15604544;850;Germany;Male;40;4;166082.15;2;0;1;44406.17;0
1709;15761348;601;France;Female;38;0;0;2;1;0;165196.65;0
1710;15785078;730;Spain;Male;26;3;0;1;1;0;34542.41;0
1711;15759874;532;France;Male;44;3;148595.55;1;1;0;74838.64;1
1712;15737782;562;France;Male;29;9;0;1;1;1;25858.68;0
1713;15815490;670;Germany;Male;40;2;164948.98;3;0;0;177028;1
1714;15717898;542;Spain;Male;32;2;131945.94;1;0;1;159737.56;0
1715;15635660;612;Germany;Male;30;9;142910.15;1;1;0;105890.55;1
1716;15582325;524;France;Male;52;2;87894.26;1;1;0;173899.42;1
1717;15760446;598;France;Female;64;9;0;1;0;1;13181.37;1
1718;15611105;799;Spain;Male;35;7;0;2;0;1;140780.8;0
1719;15630920;724;France;Male;34;2;154485.74;2;0;0;78560.64;0
1720;15574910;601;France;Male;50;2;115625.07;1;1;0;185855.21;0
1721;15756472;804;France;Male;25;7;108396.67;1;1;0;128276.95;0
1722;15682890;745;Germany;Male;38;5;65095.41;2;1;1;140197.42;0
1723;15641994;667;Germany;Male;43;1;103018.45;1;1;0;32462.39;1
1724;15767793;819;France;Female;38;10;0;2;1;0;30498.7;0
1725;15725698;520;Spain;Female;35;4;115680.81;1;1;1;90280.7;0
1726;15732102;656;Germany;Female;27;3;150905.03;2;1;0;16998.72;0
1727;15739046;850;Spain;Female;23;9;143054.85;1;0;1;62980.96;0
1728;15631927;574;Spain;Female;28;7;0;2;0;0;185660.3;0
1729;15672115;679;France;Male;60;6;0;2;1;1;77331.77;0
1730;15618765;530;Germany;Female;42;0;99948.45;1;0;1;97338.62;0
1731;15728474;558;Germany;Male;32;4;108235.91;1;1;1;143783.28;0
1732;15636999;414;France;Male;38;8;0;1;0;1;77661.12;1
1733;15754261;648;Spain;Male;42;2;98795.61;2;1;0;89123.99;0
1734;15629150;721;France;Female;37;1;0;2;1;0;70810.8;0
1735;15736274;751;France;Male;31;8;0;2;0;0;17550.49;0
1736;15627697;662;France;Male;34;2;0;2;0;1;21497.27;0
1737;15721585;628;Germany;Male;29;3;113146.98;2;0;1;124749.08;0
1738;15639946;597;Germany;Female;39;8;162532.14;3;1;0;36051.46;1
1739;15792176;698;Spain;Female;40;0;92053.44;1;1;1;143681.83;0
1740;15729954;586;France;Female;28;5;0;3;1;0;170487.4;1
1741;15600103;633;Germany;Female;29;8;104944.1;1;1;1;97684.46;0
1742;15786200;564;France;Male;31;4;0;2;1;0;53520.03;0
1743;15797010;649;France;Female;31;2;0;2;1;0;15200.61;0
1744;15622494;718;France;Male;27;2;0;2;0;0;26229.24;0
1745;15585835;655;Spain;Female;34;4;109783.69;2;1;0;134034.32;0
1746;15595071;696;France;Male;22;9;149777;1;1;1;198032.93;0
1747;15667190;630;Spain;Female;21;1;85818.18;1;1;1;133102.3;0
1748;15766869;634;Germany;Male;37;1;89696.84;2;1;1;193179.88;0
1749;15775741;608;France;Female;28;9;0;2;1;1;125062.02;0
1750;15628170;565;Germany;Female;32;9;68067.24;1;1;0;143287.58;0
1751;15710928;665;France;Female;55;8;136354.16;1;1;1;93769.89;0
1752;15631170;695;France;Male;45;3;0;2;1;1;30793.61;0
1753;15648702;775;Germany;Male;70;6;119684.88;2;1;1;74532.02;0
1754;15783444;788;France;Female;39;3;135139.33;1;0;1;113086.08;0
1755;15806688;726;Spain;Female;56;8;123110.9;3;0;1;130113.78;1
1756;15675422;544;France;Female;32;9;110728.39;1;1;1;14559.62;0
1757;15681550;614;France;Female;41;8;121558.46;1;1;1;598.8;0
1758;15597951;471;France;Female;58;4;114713.57;1;1;1;36315.03;0
1759;15807045;829;Germany;Female;37;3;103457.76;1;0;0;1114.12;0
1760;15770420;749;Germany;Male;46;10;78136.36;2;1;1;73470.98;0
1761;15730339;670;Spain;Male;30;3;133446.34;1;0;0;3154.95;0
1762;15712584;670;France;Female;33;7;0;2;1;1;88187.81;0
1763;15592816;623;Germany;Female;48;1;108076.33;1;1;0;118855.26;1
1764;15641480;571;France;Male;32;5;131354.25;1;1;0;125256.53;0
1765;15791131;551;Germany;Female;30;2;143340.44;1;1;0;145796.49;0
1766;15618225;741;Germany;Male;36;8;116993.43;2;1;0;168816.22;0
1767;15644724;472;France;Male;31;4;58662.92;2;0;1;73322;0
1768;15662098;650;Spain;Male;41;3;128808.65;3;0;0;113677.53;1
1769;15723894;625;France;Male;45;7;137555.44;1;0;0;124607.7;0
1770;15576126;649;France;Female;41;2;125785.23;1;1;1;70523.92;0
1771;15667046;694;Spain;Male;38;7;121527.4;1;1;0;113481.02;0
1772;15599829;577;France;Female;35;10;0;2;1;1;25161.61;0
1773;15753332;401;Germany;Male;48;8;128140.17;1;1;0;175753.55;1
1774;15767474;481;France;Female;57;9;0;3;1;1;169719.35;1
1775;15720671;704;France;Male;42;8;129735.3;2;1;1;179565.57;0
1776;15774491;480;France;Female;28;6;0;2;0;0;48131.92;0
1777;15625522;700;Spain;Male;31;7;0;2;0;1;145151.96;0
1778;15765806;492;France;Male;29;1;144591.96;1;1;1;196293.76;0
1779;15668347;624;France;Male;36;6;0;2;0;0;84635.64;0
1780;15591123;557;Germany;Male;68;2;100194.44;1;1;1;38596.34;0
1781;15573280;646;Germany;Male;50;6;145295.31;2;1;1;27814.74;0
1782;15654495;706;Germany;Female;47;6;120621.89;1;1;1;140803.7;0
1783;15597265;660;France;Male;38;7;0;2;0;1;146585.53;0
1784;15733876;667;France;Male;36;9;0;2;1;1;40062.29;0
1785;15677217;705;France;Male;30;1;0;1;1;1;181300.32;0
1786;15747265;598;Germany;Female;27;10;171283.91;1;1;1;84136.12;0
1787;15713379;669;France;Male;26;4;0;2;1;1;197594.34;0
1788;15730433;580;Germany;Female;38;1;128218.47;1;1;0;125953.83;1
1789;15680736;597;Germany;Female;72;6;124978.19;2;1;1;7144.46;0
1790;15650034;564;France;Female;28;1;0;1;1;1;162428.05;0
1791;15782468;850;Spain;Male;51;3;109799.55;2;1;1;12457.76;1
1792;15685109;689;France;Male;39;7;0;2;0;0;14917.09;0
1793;15761141;604;Spain;Female;71;10;0;2;1;1;129984.2;0
1794;15781702;733;Germany;Male;38;9;111347.37;2;0;1;194872.97;0
1795;15775234;646;France;Male;24;8;0;2;0;0;92612.88;0
1796;15642202;821;Germany;Female;37;5;106453.53;2;0;1;127413;0
1797;15585100;511;Germany;Female;40;9;124401.6;1;1;0;198814.24;1
1798;15700487;805;France;Male;46;6;118022.06;3;1;0;162643.15;1
1799;15726589;540;Germany;Male;39;1;82531.11;1;1;0;114092.52;0
1800;15747503;705;Spain;Male;44;0;184552.12;1;1;0;68860.3;1
1801;15663826;532;Spain;Female;66;3;0;1;1;1;115227.02;0
1802;15624793;627;Germany;Male;23;5;184244.86;1;1;0;103099.22;0
1803;15597930;646;France;Male;52;8;59669.43;1;0;0;172495.81;1
1804;15770719;697;France;Female;39;6;151553.19;1;1;1;44946.29;0
1805;15731327;652;Germany;Male;27;2;166527.88;2;0;1;146007.7;0
1806;15576044;579;Germany;Male;28;6;150329.15;1;1;0;145558.42;0
1807;15775662;760;France;Male;43;8;121911.59;1;1;0;193312.33;0
1808;15596060;498;Spain;Male;29;8;127864.26;1;1;1;46677.9;0
1809;15723299;774;France;Male;53;4;113709.28;1;1;1;153887.93;1
1810;15751175;648;France;Female;44;2;0;2;1;1;58652.23;0
1811;15618936;688;France;Female;51;5;0;1;1;0;91624.11;1
1812;15780128;705;France;Male;33;3;144427.96;2;1;0;113845.19;0
1813;15615991;654;France;Male;42;7;99263.09;1;1;1;67607.9;0
1814;15757001;624;France;Female;32;2;79368.87;2;1;1;145471.94;0
1815;15581620;597;France;Male;28;2;0;3;1;1;78707.97;0
1816;15600934;758;France;Female;52;7;125095.94;1;1;0;171189.83;1
1817;15738672;737;Germany;Female;40;2;162485.8;2;1;0;149381.32;0
1818;15721307;694;Germany;Male;37;1;95668.82;2;1;0;100335.55;0
1819;15619280;683;France;Male;25;4;0;2;1;0;152698.24;0
1820;15813916;622;France;Female;31;1;89688.94;1;1;1;152305.47;0
1821;15764351;668;Germany;Female;59;5;120170.07;1;0;1;50454.8;0
1822;15667938;628;France;Male;32;9;149136.31;2;1;1;16402.11;0
1823;15628813;693;France;Female;43;4;152341.55;1;1;0;9241.78;0
1824;15759913;553;Germany;Male;43;6;85200.82;2;1;1;160574.09;0
1825;15701555;575;Spain;Male;53;1;84903.33;2;0;1;26015.8;0
1826;15758171;582;France;Male;20;4;0;1;1;1;55763.66;0
1827;15649124;850;France;Male;30;9;121535.18;1;0;0;40313.47;0
1828;15768455;679;France;Male;60;8;0;2;1;1;51380.9;0
1829;15585451;558;Germany;Female;32;1;108262.87;1;1;1;6935.31;0
1830;15748473;801;France;Male;38;5;0;2;1;0;66256.27;0
1831;15713608;850;France;Female;41;5;0;2;1;1;34827.43;0
1832;15610426;764;France;Female;39;5;81042.42;1;0;1;109805.17;0
1833;15776454;603;France;Female;48;5;0;1;1;0;100478.6;1
1834;15771483;609;France;Male;40;6;0;2;1;1;97416.34;0
1835;15646609;748;France;Male;33;1;142645.43;1;0;0;69132.66;0
1836;15693203;710;Spain;Female;75;5;0;2;1;1;9376.89;0
1837;15662434;607;France;Male;25;3;0;2;0;0;187048.72;0
1838;15705890;674;France;Male;45;7;142072.02;1;1;0;37013.29;0
1839;15752375;645;Germany;Male;33;8;149564.61;1;0;0;149913.84;0
1840;15659175;755;France;Female;43;9;0;2;1;0;18066.69;0
1841;15597033;708;Germany;Male;37;8;153366.13;1;1;1;26912.34;0
1842;15707968;545;Spain;Male;36;8;73211.12;2;1;0;89587.34;1
1843;15798824;671;Spain;Male;38;0;92674.94;2;1;0;3647.57;0
1844;15671591;439;Spain;Male;52;3;96196.24;4;1;0;198874.52;1
1845;15641640;545;Spain;Female;33;7;173331.52;1;1;0;150452.88;0
1846;15585284;604;Spain;Female;35;7;147285.52;1;1;1;57807.05;0
1847;15667751;487;Spain;Female;36;1;140137.15;1;1;0;194073.33;0
