RowNumber;CustomerId;CreditScore;Geography;Gender;Age;Tenure;Balance;NumOfProducts;HasCrCard;IsActiveMember;EstimatedSalary
7257;15778395;762;Germany;Male;34;4;88815.56;2;1;0;68562.26
7258;15599251;602;Germany;Male;32;7;184715.86;2;1;0;113781.99
7259;15747724;671;Spain;Female;34;10;0;1;1;0;23235.38
7260;15633877;706;Spain;Female;42;8;95386.82;1;1;1;75732.25
7261;15672516;541;Germany;Male;51;7;90373.28;2;1;0;179861.79
7262;15646539;531;France;Male;31;3;96288.26;1;1;0;56794.73
7263;15756901;641;France;Female;26;4;91547.84;2;0;1;28157.34
7264;15809286;631;Germany;Male;37;8;138292.64;2;0;0;152422.91
7265;15603914;614;France;Male;40;6;0;1;1;1;20339.79
7266;15722765;580;Spain;Female;57;0;136820.99;1;0;1;108528.74
7267;15574842;653;Germany;Female;25;2;158266.42;3;1;1;199357.24
7268;15661821;798;Germany;Female;49;5;132571.67;1;1;1;31686.33
7269;15782247;540;France;Male;22;4;0;3;1;1;186233.26
7270;15769064;537;Germany;Male;39;3;135309.36;1;1;0;31728.86
7271;15613189;774;France;Female;52;2;56580.93;1;1;0;113266.28
7272;15790659;701;Spain;Male;59;7;0;2;0;1;27597.59
7273;15772632;680;France;Female;34;1;0;2;1;0;167035.07
7274;15654409;665;France;Female;34;5;67816.72;1;1;1;29641.58
7275;15568025;758;France;Male;51;8;81710.46;1;1;1;116520.07
7276;15667458;764;Germany;Male;28;10;124023.18;1;1;0;166188.28
7277;15679294;589;France;Female;46;10;107238.85;2;1;0;37024.28
7278;15606507;555;France;Male;24;5;0;2;1;0;27513.47
7279;15578825;734;France;Female;29;0;139994.66;1;1;0;17744.72
7280;15619935;783;Spain;Female;59;9;126224.87;1;1;1;4423.63
7281;15636089;678;Germany;Female;51;1;145751.03;1;0;0;109718.44
7282;15727490;661;France;Male;47;5;0;1;0;1;107243.31
7283;15591766;607;Spain;Female;25;4;121166.89;1;0;1;115288.24
7284;15641629;537;Spain;Female;38;1;0;2;0;1;41233.97
7285;15726403;660;Germany;Male;41;1;129901.21;1;1;0;26025.6
7286;15612071;763;Spain;Female;32;10;95153.77;1;0;1;81310.1
7287;15716518;617;France;Female;27;4;0;2;0;0;190269.21
7288;15720838;689;Spain;Female;31;3;139799.63;1;0;1;120663.57
7289;15595537;626;Germany;Male;49;9;171787.84;2;1;0;187192.23
7290;15693199;739;France;Female;37;8;0;2;1;0;191557.1
7291;15652808;774;France;Female;41;5;126670.37;1;1;0;102426.06
7292;15764105;475;France;Female;57;1;0;2;1;0;89248.99
7293;15672610;567;Spain;Male;40;4;118628.8;1;0;0;91973.63
7294;15659501;753;France;Female;38;6;142263.45;1;0;1;33730.43
7295;15745001;683;Spain;Female;36;7;0;2;1;0;104786.59
7296;15782659;527;France;Male;32;0;0;1;1;0;109523.88
7297;15625942;619;Spain;Female;45;0;0;2;0;0;113645.4
7298;15628007;653;France;Male;33;1;0;2;0;0;53379.52
7299;15689341;655;France;Female;50;10;0;4;1;0;179267.94
7300;15693267;679;Germany;Female;34;7;121063.85;1;1;0;56984.58
7301;15798666;814;France;Female;36;6;0;2;1;1;98657.01
7302;15690231;612;Spain;Female;62;0;167026.61;2;1;1;192892.05
7303;15739068;638;Germany;Male;25;4;148045.45;2;1;1;114722.42
7304;15758056;558;France;Male;35;1;0;2;0;0;111687.57
7305;15738411;505;France;Male;34;10;104498.79;1;0;1;126451.14
7306;15727919;671;Spain;Female;29;6;0;2;0;0;12048.67
7307;15654106;604;France;Male;26;8;149542.52;2;0;1;197911.52
7308;15621653;716;France;Female;29;10;87946.39;1;1;1;182531.74
7309;15709487;668;Germany;Male;34;5;80242.37;2;0;0;56780.97
7310;15755178;660;France;Male;50;1;0;3;1;1;191849.15
7311;15631240;645;France;Female;36;8;0;2;1;1;12096.61
7312;15732270;727;Spain;Male;71;8;0;1;1;1;198446.91
7313;15771540;755;France;Male;38;9;148912.44;1;1;0;80416.16
7314;15727021;727;Germany;Female;30;8;119027.28;2;1;1;137903.54
7315;15650670;567;Germany;Female;40;2;105222.86;2;1;0;93795.86
7316;15596088;705;France;Female;50;4;77065.9;2;0;1;145159.26
7317;15611905;513;Spain;Female;31;5;174853.46;1;1;0;84238.63
7318;15652527;680;France;Male;44;7;108724.98;1;0;1;72330.46
7319;15785865;711;France;Male;58;9;91285.13;2;1;1;26767.85
7320;15645942;689;Spain;Male;40;2;0;2;1;1;164768.82
7321;15673529;645;Spain;Male;36;4;59893.85;2;1;0;43999.64
7322;15724145;616;Germany;Male;29;8;149318.55;1;1;0;140746.13
7323;15634719;704;France;Male;31;0;0;2;1;0;183038.33
7324;15573242;691;France;Male;50;6;136953.47;1;1;1;2704.98
7325;15663885;741;France;Male;32;5;0;1;1;1;64839.23
7326;15787318;537;Germany;Female;47;6;103163.35;1;1;0;16259.64
7327;15668818;592;Spain;Female;40;2;200322.45;1;1;1;113244.73
7328;15765812;587;Spain;Male;48;1;0;2;1;1;8908
7329;15643752;540;France;Male;25;5;116160.23;1;1;0;13411.67
7330;15814209;814;France;Male;31;1;118870.92;1;1;0;101704.19
7331;15733768;600;France;Male;32;1;0;1;1;1;101986.16
7332;15746564;566;France;Male;42;3;108010.78;1;1;1;157486.1
7333;15588446;550;Spain;Male;34;3;0;2;0;0;131281.28
7334;15700209;486;France;Male;63;9;97009.15;1;1;1;85101
7335;15800062;850;Spain;Male;49;8;0;1;0;0;25867.67
7336;15685300;603;France;Male;35;6;128993.76;2;1;0;130483.56
7337;15787026;627;Germany;Male;27;0;185267.45;2;1;1;77027.34
7338;15707144;571;Germany;Male;25;6;82506.72;2;1;0;167705.07
7339;15681196;629;France;Male;35;1;172170.36;1;1;1;159777.37
7340;15586870;632;France;Male;27;4;193125.85;1;1;1;152665.85
7341;15735263;736;France;Male;27;5;51522.75;1;0;1;192131.77
7342;15765322;755;France;Male;23;5;84284.48;2;1;1;62851.6
7343;15687162;461;France;Male;51;9;119889.84;1;0;0;56767.67
7344;15612615;616;France;Female;37;6;0;2;1;0;86242.18
7345;15643658;850;Germany;Male;53;2;94078.97;2;1;0;36980.54
7346;15713267;779;Spain;Female;34;5;0;2;0;1;111676.63
7347;15679410;729;France;Female;62;4;140549.4;1;1;0;30990.16
7348;15756241;767;France;Female;44;2;152509.25;1;1;1;136915.15
7349;15688409;742;France;Female;28;2;191864.51;1;1;0;108457.99
7350;15742272;669;France;Female;44;8;96418.09;1;0;0;131609.48
7351;15769582;586;France;Male;29;3;0;2;1;1;142238.54
7352;15576723;740;France;Female;37;7;0;2;1;1;194270.91
7353;15591577;584;France;Male;35;3;146311.58;1;1;1;105443.47
7354;15693947;614;France;Female;19;5;97445.49;2;1;0;122823.34
7355;15733297;518;France;Female;38;10;84764.79;1;1;1;162253.9
7356;15813532;625;France;Female;39;5;0;2;1;0;32615.21
7357;15576760;673;Germany;Male;36;5;73088.06;2;0;0;196142.26
7358;15679148;508;France;Male;44;3;115451.05;2;0;0;67234.33
7359;15699450;723;France;Male;48;7;0;2;1;1;150694.58
7360;15670172;622;France;Female;30;4;107879.04;1;0;1;196894.62
7361;15627352;459;Germany;Male;46;7;110356.42;1;1;0;4969.13
7362;15628203;637;France;Female;38;3;104339.56;1;0;0;119882.86
7363;15780212;592;France;Male;37;4;212692.97;1;0;0;176395.02
7364;15701318;763;Spain;Male;67;9;148564.66;1;0;1;87236.4
7365;15682547;649;France;Male;38;1;122214;1;0;1;88965.46
7366;15809178;569;Germany;Female;42;9;146100.75;1;1;0;32574.01
7367;15576824;564;Germany;Female;44;3;111760.4;3;1;1;104722.47
7368;15812628;453;Germany;Female;38;8;120623.21;1;1;0;129697.99
7369;15581748;754;Germany;Male;57;2;101134.87;2;1;1;70954.41
7370;15608230;667;France;Male;23;1;0;2;1;0;91573.19
7371;15708505;641;Germany;Female;37;7;62974.64;2;0;1;39016.43
7372;15787699;650;Germany;Male;34;4;142393.11;1;1;1;11276.48
7373;15687738;535;France;Female;38;8;0;2;1;0;136620.64
7374;15658889;689;France;Male;22;4;136444.25;1;1;0;51980.25
7375;15669957;655;Germany;Male;52;9;144696.75;1;1;1;49025.79
7376;15655794;620;France;Male;36;8;0;2;1;1;145937.99
7377;15671124;599;France;Male;25;6;120383.41;1;1;1;24903.09
7378;15626787;698;Spain;Female;31;8;185078.26;1;0;0;115337.74
7379;15579647;682;France;Male;42;0;0;1;1;1;160828.98
7380;15566708;444;France;Female;45;4;0;2;1;0;161653.5
7381;15575214;709;France;Male;37;7;0;1;1;0;159486.76
7382;15589018;719;Germany;Male;28;3;106070.29;2;1;1;183893.31
7383;15693347;676;France;Female;32;5;0;2;1;1;75465.41
7384;15715465;714;Germany;Male;28;7;77776.39;1;1;0;177737.07
7385;15610765;559;France;Male;29;1;0;2;0;0;155639.76
7386;15776233;758;Germany;Female;61;8;125397.21;1;1;0;182184.09
7387;15790235;778;Spain;Male;40;8;104291.41;2;1;1;117507.11
7388;15641416;732;Germany;Female;61;9;94867.18;2;1;1;157527.6
7389;15659475;597;France;Female;33;6;135703.59;2;0;0;74850.84
7390;15771417;640;France;Male;43;7;132412.38;1;0;0;69584.3
7391;15595883;540;Germany;Male;39;4;127278.31;1;1;1;16150.34
7392;15742820;535;France;Female;45;2;0;2;0;1;170621.55
7393;15665110;515;France;Female;25;7;79543.59;1;0;1;38772.82
7394;15646817;769;France;Male;51;9;156773.78;2;1;0;40257.79
7395;15636982;705;Germany;Female;43;7;79974.55;1;1;1;103108.33
7396;15787529;592;Spain;Male;38;0;0;1;1;0;65986.48
7397;15595388;594;France;Female;30;10;0;2;1;1;124071.71
7398;15699550;695;Spain;Female;34;9;0;2;1;1;67502.12
7399;15768244;538;Spain;Female;30;8;0;2;1;1;41192.95
7400;15806837;669;France;Male;37;4;0;1;1;0;132540.33
7401;15643496;730;France;Female;34;5;74197.38;2;1;0;96875.52
7402;15626385;714;Spain;Female;33;10;103121.33;2;1;1;49672.01
7403;15603582;569;Spain;Female;34;3;0;1;1;0;133997.53
7404;15576360;600;France;Male;40;1;141136.79;1;1;1;67803.83
7405;15584190;704;France;Male;36;7;120026.98;2;0;1;100601.73
7406;15716449;527;Spain;Male;33;9;132168.28;1;0;0;98734.15
7407;15758482;626;France;Female;32;0;0;2;0;0;187172.54
7408;15680346;683;Spain;Male;40;8;0;1;1;0;75848.22
7409;15812917;653;Spain;Male;35;6;116662.96;2;1;1;23864.21
7410;15703059;549;Germany;Female;49;6;124829.16;1;0;1;93551.36
7411;15646196;850;Spain;Female;36;2;155180.56;2;0;0;169415.54
7412;15714057;528;Spain;Male;40;4;0;2;1;0;25399.7
7413;15785782;513;Spain;Male;48;2;0;1;1;1;114709.13
7414;15693233;666;Germany;Male;38;6;99812.88;2;1;1;158357.97
7415;15757521;606;France;Male;35;2;132164.26;1;0;1;164815.59
7416;15812513;599;Germany;Male;45;10;103583.05;1;1;0;132127.69
7417;15674950;544;Germany;Male;39;4;142406.43;2;1;0;146637.45
7418;15678572;529;Spain;Male;38;7;99842.5;2;1;0;90256.06
7419;15579262;497;France;Male;41;9;0;1;0;0;22074.48
7420;15648489;487;France;Male;53;4;199689.49;1;1;1;24207.86
7421;15813067;432;Germany;Female;45;3;110219.14;1;1;0;43046.7
7422;15769829;534;Spain;Male;51;3;0;2;0;1;20856.31
7423;15773503;551;Spain;Male;32;4;0;2;1;0;53420.53
7424;15711398;525;France;Female;25;6;0;2;1;0;89566.64
7425;15590228;715;France;Male;21;6;76467.16;1;1;1;173511.72
7426;15631848;727;France;Female;26;9;121508.28;1;1;1;146785.44
7427;15654211;559;Spain;Female;27;1;0;1;0;1;1050.33
7428;15594084;524;France;Male;22;9;0;2;1;0;74405.34
7429;15651093;707;France;Female;55;1;0;2;0;1;54409.48
7430;15707189;667;Germany;Female;36;1;114391.62;1;1;1;53412.54
7431;15733581;831;Germany;Male;32;9;80262.66;1;1;0;194867.78
7432;15617866;657;Spain;Male;67;5;119785.47;2;1;1;107534.32
7433;15685829;551;France;Male;37;3;0;2;1;1;50578.4
7434;15721917;559;France;Female;38;8;95139.41;1;1;1;86575.46
7435;15604314;703;Germany;Female;26;1;97331.19;1;1;0;63717.49
7436;15701291;601;France;Male;44;3;0;2;1;0;30607.11
7437;15646859;621;Germany;Male;47;7;107363.29;1;1;1;66799.28
7438;15810944;586;France;Female;35;7;0;2;1;0;70760.69
7439;15598044;715;France;Female;35;3;0;1;1;1;152012.36
7440;15570769;494;France;Male;69;9;93320.8;1;1;1;24489.44
7441;15746139;596;France;Male;33;2;139451.67;1;0;0;63142.12
7442;15628972;699;Germany;Male;32;1;123906.22;3;1;1;127443.82
7443;15697686;787;France;Female;40;6;0;2;1;1;84151.98
7444;15736760;538;Spain;Female;42;9;0;1;0;0;152855.96
7445;15599081;507;Germany;Female;46;8;102785.16;1;1;1;70323.68
7446;15744529;510;France;Male;63;8;0;2;1;1;115291.86
7447;15669656;632;France;Male;32;6;111589.33;1;1;1;170382.99
7448;15581198;668;Germany;Female;39;0;122104.79;1;1;0;112946.67
7449;15776733;638;Germany;Female;37;7;124513.66;2;1;0;158610.89
7450;15671766;599;France;Male;44;10;118577.24;1;1;1;31448.52
7451;15591915;533;France;Female;39;2;0;1;0;1;73669.94
7452;15715541;850;France;Female;42;9;113311.11;1;1;1;198193.75
7453;15671655;763;Germany;Male;31;7;143966.3;2;1;1;140262.96
7454;15654901;733;France;Male;51;10;141556.96;1;1;0;130189.53
7455;15642885;792;France;Male;30;8;0;2;1;0;199644.2
7456;15595135;778;Germany;Female;29;7;123229.46;1;1;0;181221.09
7457;15605000;550;France;Male;38;9;140278.99;3;1;1;171457.06
7458;15679760;721;France;Male;46;1;115764.32;2;0;0;102950.79
7459;15756932;696;Spain;Female;36;7;0;2;1;1;82298.59
7460;15782530;681;Spain;Male;30;2;111093.01;1;1;0;68985.99
7461;15667265;729;France;Male;39;4;121404.64;1;1;1;159618.17
7462;15655123;505;Spain;Female;45;9;131355.3;3;1;0;195395.33
7463;15809823;491;Germany;Male;19;2;125860.2;1;0;0;129690.5
7464;15699284;584;France;Male;49;8;172713.44;1;1;0;113860.81
7465;15709441;745;Spain;Female;59;8;0;1;1;1;36124.98
7466;15710257;625;France;Female;39;3;130786.92;1;0;1;121316.07
7467;15575694;729;Spain;Female;45;7;91091.06;2;1;0;71133.12
7468;15756820;655;France;Female;26;7;106198.5;1;0;1;32020.42
7469;15675949;696;Spain;Female;43;4;0;2;1;1;66406.37
7470;15672091;786;Germany;Female;32;2;104336.43;2;0;0;59559.81
7471;15697997;602;France;Male;33;5;164704.38;1;0;1;180716.1
7472;15660200;551;France;Male;31;1;0;2;1;1;185105.44
7473;15591433;674;Germany;Male;43;8;85957.88;2;1;0;8757.39
7474;15745232;759;France;Female;39;6;0;2;1;1;140497.67
7475;15722758;585;France;Male;40;7;0;2;0;0;146156.98
7476;15792102;774;France;Female;42;3;137781.65;1;0;0;199316.19
7477;15675185;697;Germany;Female;48;2;108128.96;2;1;1;103944.37
7478;15725660;676;France;Male;20;1;80569.73;1;0;0;68621.98
7479;15638963;678;France;Female;22;4;174852.89;1;1;1;28149.06
7480;15800061;495;Spain;Female;45;3;89158.94;3;1;0;135169.76
7481;15578006;787;France;Female;85;10;0;2;1;1;116537.96
7482;15687491;817;Germany;Male;45;9;101207.75;1;0;0;88211.12
7483;15741094;693;France;Male;21;1;0;2;1;1;3494.02
7484;15807909;744;France;Male;47;9;0;2;1;0;113163.17
7485;15617134;716;France;Male;38;4;0;2;1;0;189678.7
7486;15622833;835;Germany;Female;29;10;130420.2;2;0;0;106276.55
7487;15746422;636;France;Female;38;1;0;1;1;0;45015.38
7488;15750839;649;Spain;Male;29;2;45022.23;1;1;1;173495.77
7489;15779862;658;Germany;Female;31;3;133003.03;1;0;1;146339.27
7490;15767871;784;Spain;Male;48;7;0;2;1;1;182609.97
7491;15619087;762;France;Male;53;1;102520.37;1;1;1;170195.4
7492;15791174;540;Spain;Male;67;1;88382.01;1;0;1;59457
7493;15602373;812;France;Male;44;4;115049.15;2;1;0;165038.41
7494;15598840;680;France;Male;33;1;123082.08;1;1;0;134960.98
7495;15697574;582;France;Female;40;9;0;3;1;1;60954.45
7496;15578738;609;France;Male;32;7;71872.19;1;1;1;151924.9
7497;15789815;503;France;Female;28;5;0;2;1;0;125918.17
7498;15579781;806;Germany;Male;31;10;138653.51;1;1;0;190803.37
7499;15587013;653;France;Female;31;7;102575.04;1;1;1;11043.54
7500;15570932;666;France;Male;43;7;137780.74;2;1;1;119100.05
7501;15581654;798;France;Male;32;7;0;2;0;1;37731.95
7502;15584114;678;Germany;Female;43;2;153393.18;2;1;1;193828.27
7503;15685576;527;Spain;Female;36;6;0;2;1;1;102280.29
7504;15571059;734;France;Female;54;3;0;1;1;0;130805.54
7505;15662067;743;France;Male;40;8;68155.59;1;1;0;94876.65
7506;15689751;666;France;Female;31;2;79589.43;1;0;0;4050.57
7507;15667742;627;Spain;Male;41;5;100880.76;1;0;1;134665.25
7508;15809347;763;Germany;Male;32;9;160680.41;1;1;0;30886.35
7509;15654230;526;Germany;Male;31;5;145537.21;1;1;0;132404.64
7510;15724536;560;Spain;Female;28;1;0;2;1;1;120880.72
7511;15707596;546;Germany;Female;74;8;114888.74;2;1;1;66732.63
7512;15666675;753;France;Female;39;7;155062.8;1;1;1;16460.77
7513;15694879;590;Spain;Female;23;7;0;2;1;0;196789.9
7514;15575002;676;France;Male;29;4;140720.93;1;1;0;36221.18
7515;15795224;760;France;Male;39;6;178585.46;1;1;0;67131.3
7516;15685346;736;Spain;Female;26;4;135889.13;1;1;1;165692.03
7517;15646227;682;France;Female;27;1;97893.2;1;1;0;166144.98
7518;15753874;694;France;Male;37;10;143835.47;1;0;1;33326.71
7519;15701537;756;France;Male;60;2;0;1;1;1;166513.49
7520;15769596;710;Germany;Female;24;2;110407.44;2;0;0;15832.43
7521;15586996;697;France;Female;76;7;0;2;0;1;188772.45
7522;15810075;648;France;Female;39;6;130694.89;2;1;1;153955.38
7523;15795298;573;Germany;Female;35;9;206868.78;2;0;1;102986.15
7524;15672821;591;France;Male;28;5;0;2;1;1;48606.92
7525;15767681;470;Spain;Male;34;9;0;2;0;1;89013.67
7526;15721592;665;France;Female;38;5;0;2;1;0;156439.56
7527;15727467;485;France;Female;27;3;0;2;1;0;141449.86
7528;15759684;528;France;Female;27;7;176227.07;2;0;1;139481.53
7529;15685536;552;France;Female;34;5;0;2;1;1;1351.41
7530;15761950;652;Germany;Female;45;9;110827.49;1;1;1;153383.54
7531;15713912;516;Spain;Female;45;8;109044.3;1;0;1;115818.16
7532;15586757;801;France;Female;32;4;75170.54;1;1;1;37898.5
7533;15596522;692;France;Female;42;2;0;2;1;0;145222.93
7534;15760570;590;France;Male;32;5;0;2;1;0;59249.83
7535;15678201;548;France;Female;46;1;0;1;1;1;104469.06
7536;15720745;635;Spain;Male;24;4;140197.18;1;1;1;142935.83
7537;15637593;722;France;Male;20;6;0;2;1;0;195486.28
7538;15598070;564;France;Female;33;4;135946.26;1;1;0;63170
7539;15596761;515;Germany;Male;60;9;113715.36;1;1;0;18424.24
7540;15622585;525;France;Male;26;7;153644.39;1;1;1;63197.88
7541;15733964;606;Spain;Female;53;1;109330.06;1;1;1;75860.01
7542;15747097;611;France;Male;35;10;0;1;1;1;23598.23
7543;15594762;827;Spain;Male;46;1;183276.32;1;1;1;13460.27
7544;15575247;524;France;Male;30;1;0;2;1;0;126812.85
7545;15695679;776;Spain;Male;39;2;104349.45;1;0;0;79503.05
7546;15785170;850;Germany;Female;32;0;116968.91;1;0;0;175094.62
7547;15639576;691;France;Male;26;9;136623.19;1;1;0;153228
7548;15693264;583;France;Female;29;10;0;2;1;1;111285.85
7549;15587177;646;France;Male;36;6;124445.52;1;1;0;88481.32
7550;15664907;527;France;Male;47;1;0;1;1;0;21312.16
7551;15612465;684;Spain;Male;34;9;100628;2;1;1;190263.78
7552;15776844;762;Spain;Female;19;6;0;2;1;0;55500.17
7553;15717560;580;France;Male;50;0;125647.36;1;1;0;57541.08
7554;15629739;621;Germany;Female;31;8;100375.39;1;1;1;90384.26
7555;15729908;411;France;Female;36;10;0;1;0;0;120694.35
7556;15646936;631;Germany;Female;32;2;146810.99;2;1;1;180990.29
7557;15768151;514;Germany;Female;45;3;109032.23;1;0;1;155407.21
7558;15800515;516;France;Male;35;5;128653.59;1;1;0;127558.26
7559;15591279;734;France;Male;37;3;80387.81;1;0;1;77272.62
7560;15587419;611;France;Male;58;8;0;2;0;1;107665.68
7561;15699619;641;France;Male;31;10;155978.17;1;1;0;91510.71
7562;15606472;585;France;Female;38;5;0;1;1;1;87363.56
7563;15671387;507;France;Female;29;4;89349.47;2;0;0;180626.68
7564;15778830;841;France;Male;31;2;0;2;1;0;173240.52
7565;15654456;511;Germany;Male;48;6;149726.08;1;0;0;88307.87
7566;15624755;707;Germany;Female;40;3;109628.44;1;1;0;189366.03
7567;15774744;664;Germany;Male;33;7;97286.16;2;1;0;143433.33
7568;15793890;728;France;Female;59;4;0;1;1;1;163365.85
7569;15646091;560;Spain;Female;43;4;95140.44;2;1;0;123181.44
7570;15800215;658;France;Male;25;3;0;2;0;1;173948.4
7571;15806901;584;France;Female;39;2;112687.69;1;1;1;127749.61
7572;15668521;693;France;Male;37;1;0;2;1;1;82867.55
7573;15592570;773;Spain;Female;23;8;0;2;1;0;56759.79
7574;15757632;496;France;Female;41;1;176024.05;2;1;0;182337.98
7575;15654296;754;Spain;Female;19;9;0;1;1;0;189641.11
7576;15755018;568;Germany;Female;26;10;109819.16;2;1;0;154491.39
7577;15801904;677;Germany;Male;28;0;143988;2;1;0;8755.69
7578;15658195;653;France;Male;34;5;118838.75;1;1;1;52820.13
7579;15633854;654;France;Female;40;3;0;2;1;0;167889.1
7580;15733014;813;France;Female;62;10;64667.95;2;0;1;140454.14
7581;15746076;506;Spain;Male;50;3;0;2;1;0;12016.79
7582;15638988;684;France;Male;54;6;0;2;1;1;94888.6
7583;15628767;608;Spain;Female;63;3;139529.93;2;1;1;175696.16
7584;15758116;666;France;Male;53;5;64646.7;1;1;0;128019.48
7585;15802585;634;France;Female;41;8;68213.99;1;1;1;6382.46
7586;15815420;808;Spain;Male;47;8;139196;1;0;1;74028.36
7587;15799626;637;Germany;Male;50;4;126345.55;1;0;1;17323
7588;15657439;738;France;Male;18;4;0;2;1;1;47799.15
7589;15574122;817;France;Male;34;5;129278.43;1;0;0;165562.84
7590;15647385;579;Spain;Male;56;4;99340.83;1;0;0;4523.74
7591;15739223;688;Spain;Female;24;3;0;2;1;1;102195.16
7592;15631305;599;Spain;Female;28;4;126833.79;2;1;0;60843.09
7593;15654292;565;Germany;Male;33;8;130368.31;2;1;0;105642.43
7594;15648320;658;France;Female;31;7;123974.96;1;1;0;102153.75
7595;15694510;725;France;Male;45;1;129855.32;1;0;0;24218.65
7596;15572291;825;France;Male;40;6;132308.22;1;0;0;117122.5
7597;15767414;591;France;Male;40;2;99886.42;2;1;1;88695.19
7598;15751333;695;France;Female;36;2;0;2;0;1;167749.54
7599;15670668;658;Germany;Male;29;5;75395.53;2;0;1;54914.92
7600;15726796;844;France;Male;38;7;111501.66;1;1;1;119333.38
7601;15652192;759;France;Female;33;9;160541.36;2;0;0;93541.14
7602;15648881;581;Germany;Male;40;0;101016.53;1;0;1;7926.35
7603;15733303;630;France;Male;67;5;0;2;1;1;27330.27
7604;15643967;652;France;Female;37;4;92208.54;1;0;1;197699.8
7605;15772573;735;Spain;Male;55;2;103176.62;1;0;1;163516.16
7606;15665766;698;Germany;Male;39;9;133191.19;2;0;1;53289.49
7607;15582016;766;Spain;Male;41;6;99208.46;2;1;0;62402.38
7608;15600626;710;France;Male;30;6;0;2;1;1;8991.17
7609;15691624;820;France;Male;33;2;132150.26;2;1;0;23067.97
7610;15633352;628;France;Female;31;6;175443.75;1;1;0;113167.17
7611;15750874;676;France;Male;31;3;78990.15;1;1;1;124777.14
7612;15715745;690;France;Female;26;5;157624.84;1;1;1;49599.27
7613;15576928;573;France;Female;23;2;0;1;1;0;122964.18
7614;15790564;832;Germany;Female;40;9;107648.94;2;1;1;134638.97
7615;15782802;582;Germany;Male;26;6;114450.32;1;1;1;14081.64
7616;15627412;605;France;Male;39;3;0;2;1;0;199390.45
7617;15710689;578;Spain;Male;40;6;63609.92;1;0;0;74965.61
7618;15632272;792;France;Female;42;2;0;2;1;0;92664.09
7619;15684103;674;France;Female;26;10;0;2;1;1;138423.1
7620;15715079;465;France;Male;41;9;117221.15;1;1;0;168280.95
7621;15674678;731;Germany;Female;43;9;79120.27;1;0;0;548.52
7622;15780925;625;France;Male;37;1;177069.24;2;1;1;96088.54
7623;15778219;790;France;Male;26;5;0;1;1;0;20510.79
7624;15636658;596;France;Male;36;2;0;2;1;1;12067.39
7625;15606755;597;Spain;Female;46;4;0;2;1;0;58667.16
7626;15801699;436;Spain;Male;43;5;0;2;1;1;35687.43
7627;15661936;513;France;Male;40;3;141004.46;1;1;0;105028.46
7628;15700864;607;France;Female;21;0;0;2;1;0;116106.52
7629;15722965;757;France;Male;57;3;89079.41;1;1;1;53179.21
7630;15789974;713;France;Male;33;6;94598.48;1;0;0;197519.66
7631;15713370;657;Spain;Male;36;8;188241.05;2;0;0;183058.51
7632;15748673;770;France;Female;37;9;0;2;0;0;22710.72
7633;15754919;773;France;Female;40;10;0;2;0;1;69303.15
7634;15713596;428;France;Female;62;1;107735.93;1;0;1;58381.77
7635;15689031;697;Spain;Female;37;7;168066.87;1;1;0;35450.53
7636;15763704;692;Germany;Female;43;2;69014.49;2;0;0;164621.43
7637;15743582;632;France;Female;27;3;107375.82;1;1;1;62703.38
7638;15761692;594;France;Male;40;9;122417.17;2;0;1;190882.69
7639;15627840;682;France;Female;42;0;0;1;0;1;91981.85
7640;15778861;720;Spain;Male;33;6;97188.62;1;0;0;91881.29
7641;15770554;769;France;Male;31;4;61297.05;2;1;1;7118.02
7642;15677377;543;Spain;Male;37;3;0;2;1;1;78915.68
7643;15626412;499;Spain;Male;39;6;0;2;1;1;81409
7644;15630661;614;Spain;Female;25;10;75212.28;1;1;0;58965.04
7645;15734044;671;France;Female;31;7;41299.03;1;0;1;102681.32
7646;15705001;587;Spain;Female;35;3;83286.56;1;1;0;125553.52
7647;15809817;593;Spain;Male;43;10;0;2;0;0;53478.02
7648;15751593;570;Germany;Male;35;6;85668.59;1;1;0;105525.36
7649;15568120;681;France;Female;37;7;69609.85;1;1;1;72127.83
7650;15588944;456;France;Female;63;1;165350.61;2;0;0;140758.07
7651;15759566;617;France;Male;74;10;0;2;1;1;53949.98
7652;15675675;850;France;Female;32;5;106290.64;1;1;0;121982.73
7653;15782630;543;France;Male;35;5;137482.19;1;0;0;62389.35
7654;15608166;761;France;Male;36;9;127637.92;1;1;1;81062.93
7655;15674727;777;France;Female;42;5;147531.82;1;1;1;38819.45
7656;15657779;806;Spain;Male;18;3;0;2;1;1;86994.54
7657;15600688;600;France;Female;39;5;0;2;0;0;118272.07
7658;15594878;661;Spain;Female;41;5;28082.95;1;1;0;69586.27
7659;15812706;627;Spain;Male;49;4;111087.5;1;0;1;146680.25
7660;15632551;625;Germany;Male;31;4;77743.01;2;1;0;75335.68
7661;15710853;623;France;Female;24;5;0;2;1;0;116160.04
7662;15623712;453;Spain;Female;42;5;0;3;1;0;83008.49
7663;15653251;408;France;Female;84;8;87873.39;1;0;0;188484.52
7664;15761023;554;Germany;Female;43;2;120847.11;1;1;0;7611.61
7665;15636024;692;Spain;Female;34;4;109699.08;1;1;1;37898.91
7666;15801218;675;France;Male;49;8;135133.39;1;0;1;179521.24
7667;15653753;542;Spain;Male;43;6;113567.94;1;1;0;89543.25
7668;15648455;647;Germany;Male;51;4;131156.76;1;1;0;29883.63
